,date,cpi
959,1950-12,25.0
960,1951-01,25.4
961,1951-02,25.7
962,1951-03,25.8
963,1951-04,25.8
964,1951-05,25.9
965,1951-06,25.9
966,1951-07,25.9
967,1951-08,25.9
968,1951-09,26.1
969,1951-10,26.2
970,1951-11,26.4
971,1951-12,26.5
972,1952-01,26.5
973,1952-02,26.3
974,1952-03,26.3
975,1952-04,26.4
976,1952-05,26.4
977,1952-06,26.5
978,1952-07,26.7
979,1952-08,26.7
980,1952-09,26.7
981,1952-10,26.7
982,1952-11,26.7
983,1952-12,26.7
984,1953-01,26.6
985,1953-02,26.5
986,1953-03,26.6
987,1953-04,26.6
988,1953-05,26.7
989,1953-06,26.8
990,1953-07,26.8
991,1953-08,26.9
992,1953-09,26.9
993,1953-10,27.0
994,1953-11,26.9
995,1953-12,26.9
996,1954-01,26.9
997,1954-02,26.9
998,1954-03,26.9
999,1954-04,26.8
1000,1954-05,26.9
1001,1954-06,26.9
1002,1954-07,26.9
1003,1954-08,26.9
1004,1954-09,26.8
1005,1954-10,26.8
1006,1954-11,26.8
1007,1954-12,26.7
1008,1955-01,26.7
1009,1955-02,26.7
1010,1955-03,26.7
1011,1955-04,26.7
1012,1955-05,26.7
1013,1955-06,26.7
1014,1955-07,26.8
1015,1955-08,26.8
1016,1955-09,26.9
1017,1955-10,26.9
1018,1955-11,26.9
1019,1955-12,26.8
1020,1956-01,26.8
1021,1956-02,26.8
1022,1956-03,26.8
1023,1956-04,26.9
1024,1956-05,27.0
1025,1956-06,27.2
1026,1956-07,27.4
1027,1956-08,27.3
1028,1956-09,27.4
1029,1956-10,27.5
1030,1956-11,27.5
1031,1956-12,27.6
1032,1957-01,27.6
1033,1957-02,27.7
1034,1957-03,27.8
1035,1957-04,27.9
1036,1957-05,28.0
1037,1957-06,28.1
1038,1957-07,28.3
1039,1957-08,28.3
1040,1957-09,28.3
1041,1957-10,28.3
1042,1957-11,28.4
1043,1957-12,28.4
1044,1958-01,28.6
1045,1958-02,28.6
1046,1958-03,28.8
1047,1958-04,28.9
1048,1958-05,28.9
1049,1958-06,28.9
1050,1958-07,29.0
1051,1958-08,28.9
1052,1958-09,28.9
1053,1958-10,28.9
1054,1958-11,29.0
1055,1958-12,28.9
1056,1959-01,29.0
1057,1959-02,28.9
1058,1959-03,28.9
1059,1959-04,29.0
1060,1959-05,29.0
1061,1959-06,29.1
1062,1959-07,29.2
1063,1959-08,29.2
1064,1959-09,29.3
1065,1959-10,29.4
1066,1959-11,29.4
1067,1959-12,29.4
1068,1960-01,29.3
1069,1960-02,29.4
1070,1960-03,29.4
1071,1960-04,29.5
1072,1960-05,29.5
1073,1960-06,29.6
1074,1960-07,29.6
1075,1960-08,29.6
1076,1960-09,29.6
1077,1960-10,29.8
1078,1960-11,29.8
1079,1960-12,29.8
1080,1961-01,29.8
1081,1961-02,29.8
1082,1961-03,29.8
1083,1961-04,29.8
1084,1961-05,29.8
1085,1961-06,29.8
1086,1961-07,30.0
1087,1961-08,29.9
1088,1961-09,30.0
1089,1961-10,30.0
1090,1961-11,30.0
1091,1961-12,30.0
1092,1962-01,30.0
1093,1962-02,30.1
1094,1962-03,30.1
1095,1962-04,30.2
1096,1962-05,30.2
1097,1962-06,30.2
1098,1962-07,30.3
1099,1962-08,30.3
1100,1962-09,30.4
1101,1962-10,30.4
1102,1962-11,30.4
1103,1962-12,30.4
1104,1963-01,30.4
1105,1963-02,30.4
1106,1963-03,30.5
1107,1963-04,30.5
1108,1963-05,30.5
1109,1963-06,30.6
1110,1963-07,30.7
1111,1963-08,30.7
1112,1963-09,30.7
1113,1963-10,30.8
1114,1963-11,30.8
1115,1963-12,30.9
1116,1964-01,30.9
1117,1964-02,30.9
1118,1964-03,30.9
1119,1964-04,30.9
1120,1964-05,30.9
1121,1964-06,31.0
1122,1964-07,31.1
1123,1964-08,31.0
1124,1964-09,31.1
1125,1964-10,31.1
1126,1964-11,31.2
1127,1964-12,31.2
1128,1965-01,31.2
1129,1965-02,31.2
1130,1965-03,31.3
1131,1965-04,31.4
1132,1965-05,31.4
1133,1965-06,31.6
1134,1965-07,31.6
1135,1965-08,31.6
1136,1965-09,31.6
1137,1965-10,31.7
1138,1965-11,31.7
1139,1965-12,31.8
1140,1966-01,31.8
1141,1966-02,32.0
1142,1966-03,32.1
1143,1966-04,32.3
1144,1966-05,32.3
1145,1966-06,32.4
1146,1966-07,32.5
1147,1966-08,32.7
1148,1966-09,32.7
1149,1966-10,32.9
1150,1966-11,32.9
1151,1966-12,32.9
1152,1967-01,32.9
1153,1967-02,32.9
1154,1967-03,33.0
1155,1967-04,33.1
1156,1967-05,33.2
1157,1967-06,33.3
1158,1967-07,33.4
1159,1967-08,33.5
1160,1967-09,33.6
1161,1967-10,33.7
1162,1967-11,33.8
1163,1967-12,33.9
1164,1968-01,34.1
1165,1968-02,34.2
1166,1968-03,34.3
1167,1968-04,34.4
1168,1968-05,34.5
1169,1968-06,34.7
1170,1968-07,34.9
1171,1968-08,35.0
1172,1968-09,35.1
1173,1968-10,35.3
1174,1968-11,35.4
1175,1968-12,35.5
1176,1969-01,35.6
1177,1969-02,35.8
1178,1969-03,36.1
1179,1969-04,36.3
1180,1969-05,36.4
1181,1969-06,36.6
1182,1969-07,36.8
1183,1969-08,37.0
1184,1969-09,37.1
1185,1969-10,37.3
1186,1969-11,37.5
1187,1969-12,37.7
1188,1970-01,37.8
1189,1970-02,38.0
1190,1970-03,38.2
1191,1970-04,38.5
1192,1970-05,38.6
1193,1970-06,38.8
1194,1970-07,39.0
1195,1970-08,39.0
1196,1970-09,39.2
1197,1970-10,39.4
1198,1970-11,39.6
1199,1970-12,39.8
1200,1971-01,39.8
1201,1971-02,39.9
1202,1971-03,40.0
1203,1971-04,40.1
1204,1971-05,40.3
1205,1971-06,40.6
1206,1971-07,40.7
1207,1971-08,40.8
1208,1971-09,40.8
1209,1971-10,40.9
1210,1971-11,40.9
1211,1971-12,41.1
1212,1972-01,41.1
1213,1972-02,41.3
1214,1972-03,41.4
1215,1972-04,41.5
1216,1972-05,41.6
1217,1972-06,41.7
1218,1972-07,41.9
1219,1972-08,42.0
1220,1972-09,42.1
1221,1972-10,42.3
1222,1972-11,42.4
1223,1972-12,42.5
1224,1973-01,42.6
1225,1973-02,42.9
1226,1973-03,43.3
1227,1973-04,43.6
1228,1973-05,43.9
1229,1973-06,44.2
1230,1973-07,44.3
1231,1973-08,45.1
1232,1973-09,45.2
1233,1973-10,45.6
1234,1973-11,45.9
1235,1973-12,46.2
1236,1974-01,46.6
1237,1974-02,47.2
1238,1974-03,47.8
1239,1974-04,48.0
1240,1974-05,48.6
1241,1974-06,49.0
1242,1974-07,49.4
1243,1974-08,50.0
1244,1974-09,50.6
1245,1974-10,51.1
1246,1974-11,51.5
1247,1974-12,51.9
1248,1975-01,52.1
1249,1975-02,52.5
1250,1975-03,52.7
1251,1975-04,52.9
1252,1975-05,53.2
1253,1975-06,53.6
1254,1975-07,54.2
1255,1975-08,54.3
1256,1975-09,54.6
1257,1975-10,54.9
1258,1975-11,55.3
1259,1975-12,55.5
1260,1976-01,55.6
1261,1976-02,55.8
1262,1976-03,55.9
1263,1976-04,56.1
1264,1976-05,56.5
1265,1976-06,56.8
1266,1976-07,57.1
1267,1976-08,57.4
1268,1976-09,57.6
1269,1976-10,57.9
1270,1976-11,58.0
1271,1976-12,58.2
1272,1977-01,58.5
1273,1977-02,59.1
1274,1977-03,59.5
1275,1977-04,60.0
1276,1977-05,60.3
1277,1977-06,60.7
1278,1977-07,61.0
1279,1977-08,61.2
1280,1977-09,61.4
1281,1977-10,61.6
1282,1977-11,61.9
1283,1977-12,62.1
1284,1978-01,62.5
1285,1978-02,62.9
1286,1978-03,63.4
1287,1978-04,63.9
1288,1978-05,64.5
1289,1978-06,65.2
1290,1978-07,65.7
1291,1978-08,66.0
1292,1978-09,66.5
1293,1978-10,67.1
1294,1978-11,67.4
1295,1978-12,67.7
1296,1979-01,68.3
1297,1979-02,69.1
1298,1979-03,69.8
1299,1979-04,70.6
1300,1979-05,71.5
1301,1979-06,72.3
1302,1979-07,73.1
1303,1979-08,73.8
1304,1979-09,74.6
1305,1979-10,75.2
1306,1979-11,75.9
1307,1979-12,76.7
1308,1980-01,77.8
1309,1980-02,78.9
1310,1980-03,80.1
1311,1980-04,81.0
1312,1980-05,81.8
1313,1980-06,82.7
1314,1980-07,82.7
1315,1980-08,83.3
1316,1980-09,84.0
1317,1980-10,84.8
1318,1980-11,85.5
1319,1980-12,86.3
1320,1981-01,87.0
1321,1981-02,87.9
1322,1981-03,88.5
1323,1981-04,89.1
1324,1981-05,89.8
1325,1981-06,90.6
1326,1981-07,91.6
1327,1981-08,92.3
1328,1981-09,93.2
1329,1981-10,93.4
1330,1981-11,93.7
1331,1981-12,94.0
1332,1982-01,94.3
1333,1982-02,94.6
1334,1982-03,94.5
1335,1982-04,94.9
1336,1982-05,95.8
1337,1982-06,97.0
1338,1982-07,97.5
1339,1982-08,97.7
1340,1982-09,97.9
1341,1982-10,98.2
1342,1982-11,98.0
1343,1982-12,97.6
1344,1983-01,97.8
1345,1983-02,97.9
1346,1983-03,97.9
1347,1983-04,98.6
1348,1983-05,99.2
1349,1983-06,99.5
1350,1983-07,99.9
1351,1983-08,100.2
1352,1983-09,100.7
1353,1983-10,101.0
1354,1983-11,101.2
1355,1983-12,101.3
1356,1984-01,101.9
1357,1984-02,102.4
1358,1984-03,102.6
1359,1984-04,103.1
1360,1984-05,103.4
1361,1984-06,103.7
1362,1984-07,104.1
1363,1984-08,104.5
1364,1984-09,105.0
1365,1984-10,105.3
1366,1984-11,105.3
1367,1984-12,105.3
1368,1985-01,105.5
1369,1985-02,106.0
1370,1985-03,106.4
1371,1985-04,106.9
1372,1985-05,107.3
1373,1985-06,107.6
1374,1985-07,107.8
1375,1985-08,108.0
1376,1985-09,108.3
1377,1985-10,108.7
1378,1985-11,109.0
1379,1985-12,109.3
1380,1986-01,109.6
1381,1986-02,109.3
1382,1986-03,108.8
1383,1986-04,108.6
1384,1986-05,108.9
1385,1986-06,109.5
1386,1986-07,109.5
1387,1986-08,109.7
1388,1986-09,110.2
1389,1986-10,110.3
1390,1986-11,110.4
1391,1986-12,110.5
1392,1987-01,111.2
1393,1987-02,111.6
1394,1987-03,112.1
1395,1987-04,112.7
1396,1987-05,113.1
1397,1987-06,113.5
1398,1987-07,113.8
1399,1987-08,114.4
1400,1987-09,115.0
1401,1987-10,115.3
1402,1987-11,115.4
1403,1987-12,115.4
1404,1988-01,115.7
1405,1988-02,116.0
1406,1988-03,116.5
1407,1988-04,117.1
1408,1988-05,117.5
1409,1988-06,118.0
1410,1988-07,118.5
1411,1988-08,119.0
1412,1988-09,119.8
1413,1988-10,120.2
1414,1988-11,120.3
1415,1988-12,120.5
1416,1989-01,121.1
1417,1989-02,121.6
1418,1989-03,122.3
1419,1989-04,123.1
1420,1989-05,123.8
1421,1989-06,124.1
1422,1989-07,124.4
1423,1989-08,124.6
1424,1989-09,125.0
1425,1989-10,125.6
1426,1989-11,125.9
1427,1989-12,126.1
1428,1990-01,127.4
1429,1990-02,128.0
1430,1990-03,128.7
1431,1990-04,128.9
1432,1990-05,129.2
1433,1990-06,129.9
1434,1990-07,130.4
1435,1990-08,131.6
1436,1990-09,132.7
1437,1990-10,133.5
1438,1990-11,133.8
1439,1990-12,133.8
1440,1991-01,134.6
1441,1991-02,134.8
1442,1991-03,135.0
1443,1991-04,135.2
1444,1991-05,135.6
1445,1991-06,136.0
1446,1991-07,136.2
1447,1991-08,136.6
1448,1991-09,137.2
1449,1991-10,137.4
1450,1991-11,137.8
1451,1991-12,137.9
1452,1992-01,138.1
1453,1992-02,138.6
1454,1992-03,139.3
1455,1992-04,139.5
1456,1992-05,139.7
1457,1992-06,140.2
1458,1992-07,140.5
1459,1992-08,140.9
1460,1992-09,141.3
1461,1992-10,141.8
1462,1992-11,142.0
1463,1992-12,141.9
1464,1993-01,142.6
1465,1993-02,143.1
1466,1993-03,143.6
1467,1993-04,144.0
1468,1993-05,144.2
1469,1993-06,144.4
1470,1993-07,144.4
1471,1993-08,144.8
1472,1993-09,145.1
1473,1993-10,145.7
1474,1993-11,145.8
1475,1993-12,145.8
1476,1994-01,146.2
1477,1994-02,146.7
1478,1994-03,147.2
1479,1994-04,147.4
1480,1994-05,147.5
1481,1994-06,148.0
1482,1994-07,148.4
1483,1994-08,149.0
1484,1994-09,149.4
1485,1994-10,149.5
1486,1994-11,149.7
1487,1994-12,149.7
1488,1995-01,150.3
1489,1995-02,150.9
1490,1995-03,151.4
1491,1995-04,151.9
1492,1995-05,152.2
1493,1995-06,152.5
1494,1995-07,152.5
1495,1995-08,152.9
1496,1995-09,153.2
1497,1995-10,153.7
1498,1995-11,153.6
1499,1995-12,153.5
1500,1996-01,154.4
1501,1996-02,154.9
1502,1996-03,155.7
1503,1996-04,156.3
1504,1996-05,156.6
1505,1996-06,156.7
1506,1996-07,157.0
1507,1996-08,157.3
1508,1996-09,157.8
1509,1996-10,158.3
1510,1996-11,158.6
1511,1996-12,158.6
1512,1997-01,159.1
1513,1997-02,159.6
1514,1997-03,160.0
1515,1997-04,160.2
1516,1997-05,160.1
1517,1997-06,160.3
1518,1997-07,160.5
1519,1997-08,160.8
1520,1997-09,161.2
1521,1997-10,161.6
1522,1997-11,161.5
1523,1997-12,161.3
1524,1998-01,161.6
1525,1998-02,161.9
1526,1998-03,162.2
1527,1998-04,162.5
1528,1998-05,162.8
1529,1998-06,163.0
1530,1998-07,163.2
1531,1998-08,163.4
1532,1998-09,163.6
1533,1998-10,164.0
1534,1998-11,164.0
1535,1998-12,163.9
1536,1999-01,164.3
1537,1999-02,164.5
1538,1999-03,165.0
1539,1999-04,166.2
1540,1999-05,166.2
1541,1999-06,166.2
1542,1999-07,166.7
1543,1999-08,167.1
1544,1999-09,167.9
1545,1999-10,168.2
1546,1999-11,168.3
1547,1999-12,168.3
1548,2000-01,168.8
1549,2000-02,169.8
1550,2000-03,171.2
1551,2000-04,171.3
1552,2000-05,171.5
1553,2000-06,172.4
1554,2000-07,172.8
1555,2000-08,172.8
1556,2000-09,173.7
1557,2000-10,174.0
1558,2000-11,174.1
1559,2000-12,174.0
1560,2001-01,175.1
1561,2001-02,175.8
1562,2001-03,176.2
1563,2001-04,176.9
1564,2001-05,177.7
1565,2001-06,178.0
1566,2001-07,177.5
1567,2001-08,177.5
1568,2001-09,178.3
1569,2001-10,177.7
1570,2001-11,177.4
1571,2001-12,176.7
1572,2002-01,177.1
1573,2002-02,177.8
1574,2002-03,178.8
1575,2002-04,179.8
1576,2002-05,179.8
1577,2002-06,179.9
1578,2002-07,180.1
1579,2002-08,180.7
1580,2002-09,181.0
1581,2002-10,181.3
1582,2002-11,181.3
1583,2002-12,180.9
1584,2003-01,181.7
1585,2003-02,183.1
1586,2003-03,184.2
1587,2003-04,183.8
1588,2003-05,183.5
1589,2003-06,183.7
1590,2003-07,183.9
1591,2003-08,184.6
1592,2003-09,185.2
1593,2003-10,185.0
1594,2003-11,184.5
1595,2003-12,184.3
1596,2004-01,185.2
1597,2004-02,186.2
1598,2004-03,187.4
1599,2004-04,188.0
1600,2004-05,189.1
1601,2004-06,189.7
1602,2004-07,189.4
1603,2004-08,189.5
1604,2004-09,189.9
1605,2004-10,190.9
1606,2004-11,191.0
1607,2004-12,190.3
1608,2005-01,190.7
1609,2005-02,191.8
1610,2005-03,193.3
1611,2005-04,194.6
1612,2005-05,194.4
1613,2005-06,194.5
1614,2005-07,195.4
1615,2005-08,196.4
1616,2005-09,198.8
1617,2005-10,199.2
1618,2005-11,197.6
1619,2005-12,196.8
1620,2006-01,198.3
1621,2006-02,198.7
1622,2006-03,199.8
1623,2006-04,201.5
1624,2006-05,202.5
1625,2006-06,202.9
1626,2006-07,203.5
1627,2006-08,203.9
1628,2006-09,202.9
1629,2006-10,201.8
1630,2006-11,201.5
1631,2006-12,201.8
1632,2007-01,202.416
1633,2007-02,203.499
1634,2007-03,205.352
1635,2007-04,206.686
1636,2007-05,207.949
1637,2007-06,208.352
1638,2007-07,208.299
1639,2007-08,207.917
1640,2007-09,208.49
1641,2007-10,208.936
1642,2007-11,210.177
1643,2007-12,210.036
1644,2008-01,211.08
1645,2008-02,211.693
1646,2008-03,213.528
1647,2008-04,214.823
1648,2008-05,216.632
1649,2008-06,218.815
1650,2008-07,219.964
1651,2008-08,219.086
1652,2008-09,218.783
1653,2008-10,216.573
1654,2008-11,212.425
1655,2008-12,210.228
1656,2009-01,211.143
1657,2009-02,212.193
1658,2009-03,212.709
1659,2009-04,213.24
1660,2009-05,213.856
1661,2009-06,215.693
1662,2009-07,215.351
1663,2009-08,215.834
1664,2009-09,215.969
1665,2009-10,216.177
1666,2009-11,216.33
1667,2009-12,215.949
1668,2010-01,216.687
1669,2010-02,216.741
1670,2010-03,217.631
1671,2010-04,218.009
1672,2010-05,218.178
1673,2010-06,217.965
1674,2010-07,218.011
1675,2010-08,218.312
1676,2010-09,218.439
1677,2010-10,218.711
1678,2010-11,218.803
1679,2010-12,219.179
1680,2011-01,220.223
1681,2011-02,221.309
1682,2011-03,223.467
1683,2011-04,224.906
1684,2011-05,225.964
1685,2011-06,225.722
1686,2011-07,225.922
1687,2011-08,226.545
1688,2011-09,226.889
1689,2011-10,226.421
1690,2011-11,226.23
1691,2011-12,225.672
1692,2012-01,226.665
1693,2012-02,227.663
1694,2012-03,229.392
1695,2012-04,230.085
1696,2012-05,229.815
1697,2012-06,229.478
1698,2012-07,229.104
1699,2012-08,230.379
1700,2012-09,231.407
1701,2012-10,231.317
1702,2012-11,230.221
1703,2012-12,229.601
1704,2013-01,230.28
1705,2013-02,232.166
1706,2013-03,232.773
1707,2013-04,232.531
1708,2013-05,232.945
1709,2013-06,233.504
1710,2013-07,233.596
1711,2013-08,233.877
1712,2013-09,234.149
1713,2013-10,233.546
1714,2013-11,233.069
1715,2013-12,233.049
1716,2014-01,233.916
1717,2014-02,234.781
1718,2014-03,236.293
1719,2014-04,237.072
1720,2014-05,237.9
1721,2014-06,238.343
1722,2014-07,238.25
1723,2014-08,237.852
1724,2014-09,238.031
1725,2014-10,237.433
1726,2014-11,236.151
1727,2014-12,234.812
1728,2015-01,233.707
1729,2015-02,234.722
1730,2015-03,236.119
1731,2015-04,236.599
1732,2015-05,237.805
1733,2015-06,238.638
1734,2015-07,238.654
1735,2015-08,238.316
1736,2015-09,237.945
1737,2015-10,237.838
1738,2015-11,237.336
1739,2015-12,236.525
1740,2016-01,236.916
1741,2016-02,237.111
1742,2016-03,238.132
1743,2016-04,239.261
1744,2016-05,240.229
1745,2016-06,241.018
1746,2016-07,240.628
1747,2016-08,240.849
1748,2016-09,241.428
1749,2016-10,241.729
1750,2016-11,241.353
1751,2016-12,241.432
1752,2017-01,242.839
1753,2017-02,243.603
1754,2017-03,243.801
1755,2017-04,244.524
1756,2017-05,244.733
1757,2017-06,244.955
1758,2017-07,244.786
1759,2017-08,245.519
1760,2017-09,246.819
1761,2017-10,246.663
1762,2017-11,246.669
1763,2017-12,246.524
1764,2018-01,247.867
1765,2018-02,248.991
1766,2018-03,249.554
1767,2018-04,250.546
1768,2018-05,251.588
1769,2018-06,251.989
1770,2018-07,252.006
1771,2018-08,252.146
1772,2018-09,252.439
1773,2018-10,252.885
1774,2018-11,252.038
1775,2018-12,251.233
1776,2019-01,251.712
1777,2019-02,252.776
1778,2019-03,254.202
1779,2019-04,255.548
1780,2019-05,256.092
1781,2019-06,256.143
1782,2019-07,256.571
1783,2019-08,256.558
1784,2019-09,256.759
1785,2019-10,257.346
1786,2019-11,257.208
1787,2019-12,256.974
1788,2020-01,257.971
1789,2020-02,258.678
1790,2020-03,258.115
1791,2020-04,256.389
1792,2020-05,256.394
1793,2020-06,257.797
1794,2020-07,259.101
1795,2020-08,259.918
1796,2020-09,260.28
1797,2020-10,260.388
1798,2020-11,260.229
1799,2020-12,260.474
1800,2021-01,261.582
1801,2021-02,263.014
1802,2021-03,264.877
1803,2021-04,267.054
1804,2021-05,269.195
1805,2021-06,271.696
1806,2021-07,273.003
1807,2021-08,273.567
1808,2021-09,274.31
1809,2021-10,276.589
1810,2021-11,277.948
1811,2021-12,278.802
1812,2022-01,281.148
1813,2022-02,283.716
1814,2022-03,287.504
1815,2022-04,289.109
1816,2022-05,292.296
1817,2022-06,296.311
1818,2022-07,296.276
1819,2022-08,296.171
1820,2022-09,296.808
1821,2022-10,298.012
1822,2022-11,297.711
1823,2022-12,296.797
1824,2023-01,299.17
1825,2023-02,300.84
1826,2023-03,301.836
1827,2023-04,303.363
1828,2023-05,304.127
1829,2023-06,305.109
1830,2023-07,305.691
1831,2023-08,307.026
1832,2023-09,307.789
1833,2023-10,307.671
1834,2023-11,307.051
1835,2023-12,306.746
1836,2024-01,308.417
1837,2024-02,310.326
1838,2024-03,312.332
1839,2024-04,313.548
1840,2024-05,314.069
1841,2024-06,314.175
